grille_id,referentiel_id,epreuve,competence_code,competence,famille,critique,niveau_code,niveau_libelle,note_min,note_max,indicateur
GR_0293DD8B,RNCP38632,EP1,CC1.1,Réceptionner et stocker les matières premières,Organisation,0,DEB,Débutant,0,4.5,"Stockage non conforme, matières premières mal identifiées"
GR_049EDE41,RNCP38632,EP1,CC1.1,Réceptionner et stocker les matières premières,Organisation,0,EXE,Exécution,5,9.5,"Stockage globalement correct, quelques erreurs de rotation"
GR_70B71759,RNCP38632,EP1,CC1.1,Réceptionner et stocker les matières premières,Organisation,0,OPE,Opérationnel,10,14.5,"Stockage conforme, FIFO respecté, températures adaptées au chocolat"
GR_98EB2103,RNCP38632,EP1,CC1.1,Réceptionner et stocker les matières premières,Organisation,0,EXC,Excellent,15,20.0,"Gestion parfaite, traçabilité irréprochable, anticipation des besoins"
GR_DC3D0A91,RNCP38632,EP1,CC1.2,Organiser son poste de travail,Organisation,0,DEB,Débutant,0,4.5,"Poste désorganisé, matériel manquant ou mal disposé"
GR_534DC541,RNCP38632,EP1,CC1.2,Organiser son poste de travail,Organisation,0,EXE,Exécution,5,9.5,"Organisation partielle, quelques oublis"
GR_F36CE702,RNCP38632,EP1,CC1.2,Organiser son poste de travail,Organisation,0,OPE,Opérationnel,10,14.5,"Poste organisé, matériel prêt, températures de travail vérifiées"
GR_E5BE45D3,RNCP38632,EP1,CC1.2,Organiser son poste de travail,Organisation,0,EXC,Excellent,15,20.0,"Organisation exemplaire, mise en température anticipée, aucune perte de temps"
GR_A5AD5B79,RNCP38632,EP1,CC2.1,Hygiène — locaux et matériels (CRITIQUE),Hygiène,1,DEB,Débutant,0,4.5,"BLOQUANT — Contaminations croisées, règles de base non respectées"
GR_31CA1AA8,RNCP38632,EP1,CC2.1,Hygiène — locaux et matériels (CRITIQUE),Hygiène,1,EXE,Exécution,5,9.5,"Nettoyage partiel, quelques matériels ou surfaces négligés"
GR_580D3F2E,RNCP38632,EP1,CC2.1,Hygiène — locaux et matériels (CRITIQUE),Hygiène,1,OPE,Opérationnel,10,14.5,"Nettoyage et désinfection conformes, HACCP respecté"
GR_C206D1C7,RNCP38632,EP1,CC2.1,Hygiène — locaux et matériels (CRITIQUE),Hygiène,1,EXC,Excellent,15,20.0,"Hygiène irréprochable, démarche préventive systématique"
GR_76C76A04,RNCP38632,EP1,CC3.1,Tempérage du chocolat,Technique,0,DEB,Débutant,0,4.5,"Tempérage absent ou incorrect, chocolat terne ou blanchâtre"
GR_88AFD752,RNCP38632,EP1,CC3.1,Tempérage du chocolat,Technique,0,EXE,Exécution,5,9.5,Tempérage réalisé mais courbe des températures approximative
GR_EFC47454,RNCP38632,EP1,CC3.1,Tempérage du chocolat,Technique,0,OPE,Opérationnel,10,14.5,"Tempérage correct, chocolat brillant et cassant"
GR_ACAD682A,RNCP38632,EP1,CC3.1,Tempérage du chocolat,Technique,0,EXC,Excellent,15,20.0,"Tempérage parfait, brillance et cassant professionnels, maîtrise totale"
GR_AC596EA8,RNCP38632,EP1,CC3.2,"Fabriquer ganaches, pralinés, gianduja",Technique,0,DEB,Débutant,0,4.5,"Masses non conformes, textures ou saveurs incorrectes"
GR_36C1DECC,RNCP38632,EP1,CC3.2,"Fabriquer ganaches, pralinés, gianduja",Technique,0,EXE,Exécution,5,9.5,"Masses réalisées, texture ou émulsion perfectibles"
GR_CF07C42F,RNCP38632,EP1,CC3.2,"Fabriquer ganaches, pralinés, gianduja",Technique,0,OPE,Opérationnel,10,14.5,"Masses conformes, bonnes textures, saveurs équilibrées"
GR_9E62D459,RNCP38632,EP1,CC3.2,"Fabriquer ganaches, pralinés, gianduja",Technique,0,EXC,Excellent,15,20.0,"Masses d'exception, équilibre parfait, maîtrise des arômes"
GR_D04DD37F,RNCP38632,EP1,CC3.3,"Réaliser masses de confiserie (fondants, caramels, nougats, pâtes de fruits)",Technique,0,DEB,Débutant,0,4.5,"Cuisson de sucre non maîtrisée, résultat non conforme"
GR_07D849B7,RNCP38632,EP1,CC3.3,"Réaliser masses de confiserie (fondants, caramels, nougats, pâtes de fruits)",Technique,0,EXE,Exécution,5,9.5,"Confiseries réalisées, cuisson ou texture perfectibles"
GR_983D4B96,RNCP38632,EP1,CC3.3,"Réaliser masses de confiserie (fondants, caramels, nougats, pâtes de fruits)",Technique,0,OPE,Opérationnel,10,14.5,"Confiseries conformes, cuisson maîtrisée, texture correcte"
GR_AFC5688A,RNCP38632,EP1,CC3.3,"Réaliser masses de confiserie (fondants, caramels, nougats, pâtes de fruits)",Technique,0,EXC,Excellent,15,20.0,"Confiseries de qualité artisanale, textures parfaites, régularité exemplaire"
GR_EAA9D463,RNCP38632,EP1,CC3.4,Contrôler la qualité des masses produites,Évaluation,0,DEB,Débutant,0,4.5,"Aucun contrôle, défauts non détectés"
GR_9CAA5FD6,RNCP38632,EP1,CC3.4,Contrôler la qualité des masses produites,Évaluation,0,EXE,Exécution,5,9.5,"Contrôle partiel, quelques défauts détectés"
GR_E97D8456,RNCP38632,EP1,CC3.4,Contrôler la qualité des masses produites,Évaluation,0,OPE,Opérationnel,10,14.5,"Contrôle rigoureux, défauts identifiés et corrigés"
GR_67529ECE,RNCP38632,EP1,CC3.4,Contrôler la qualité des masses produites,Évaluation,0,EXC,Excellent,15,20.0,"Contrôle expert, analyse gustative et visuelle précise, corrections immédiates"
GR_0A2732AD,RNCP38632,EP2,CC5.1,Moulage et démoulage de pièces en chocolat,Technique,0,DEB,Débutant,0,4.5,"Pièces cassées, bulles d'air, démoulage impossible"
GR_A7E93202,RNCP38632,EP2,CC5.1,Moulage et démoulage de pièces en chocolat,Technique,0,EXE,Exécution,5,9.5,"Moulage réalisé, quelques défauts de surface ou d'épaisseur"
GR_07E25F8B,RNCP38632,EP2,CC5.1,Moulage et démoulage de pièces en chocolat,Technique,0,OPE,Opérationnel,10,14.5,"Pièces conformes, surface lisse, épaisseur régulière"
GR_6C876030,RNCP38632,EP2,CC5.1,Moulage et démoulage de pièces en chocolat,Technique,0,EXC,Excellent,15,20.0,"Pièces parfaites, épaisseur uniforme, démoulage impeccable"
GR_E4CF84FF,RNCP38632,EP2,CC5.2,Enrobageproduitsde chocolaterie et confiserie,Technique,0,DEB,Débutant,0,4.5,"Enrobage non conforme, coulures, épaisseur irrégulière"
GR_418BE278,RNCP38632,EP2,CC5.2,Enrobageproduitsde chocolaterie et confiserie,Technique,0,EXE,Exécution,5,9.5,"Enrobage réalisé, régularité ou finesse perfectibles"
GR_0199ED0F,RNCP38632,EP2,CC5.2,Enrobageproduitsde chocolaterie et confiserie,Technique,0,OPE,Opérationnel,10,14.5,"Enrobage conforme, aspect lisse, épaisseur régulière"
GR_A621EA7E,RNCP38632,EP2,CC5.2,Enrobageproduitsde chocolaterie et confiserie,Technique,0,EXC,Excellent,15,20.0,"Enrobage professionnel, aspect miroir, finesse et régularité parfaites"
GR_5A949CA1,RNCP38632,EP2,CC5.3,Assembler et garnir des pièces de chocolaterie,Technique,0,DEB,Débutant,0,4.5,"Assemblage incorrect, garniture qui fuit ou produit déformé"
GR_A8A49C2F,RNCP38632,EP2,CC5.3,Assembler et garnir des pièces de chocolaterie,Technique,0,EXE,Exécution,5,9.5,"Assemblage correct, quelques irrégularités de garnissage"
GR_5236BD4E,RNCP38632,EP2,CC5.3,Assembler et garnir des pièces de chocolaterie,Technique,0,OPE,Opérationnel,10,14.5,"Assemblage soigné, garnissage homogène, produit conforme"
GR_1E93F5E0,RNCP38632,EP2,CC5.3,Assembler et garnir des pièces de chocolaterie,Technique,0,EXC,Excellent,15,20.0,"Assemblage parfait, dosage précis, produit fini de qualité supérieure"
GR_1300BA43,RNCP38632,EP2,CC5.4,Réaliser des décors à base de chocolat,Technique,0,DEB,Débutant,0,4.5,Décors inexistants ou ne tiennent pas
