grille_id,referentiel_id,epreuve,competence_code,competence,famille,critique,niveau_code,niveau_libelle,note_min,note_max,indicateur
GR_9437A297,RNCP38761,EP1,CS1.1,Réaliser les pâtes et appareils de base,Technique,0,DEB,Débutant,0,4.5,"Pâtes ratées, texture ou cuisson non conformes"
GR_247665BA,RNCP38761,EP1,CS1.1,Réaliser les pâtes et appareils de base,Technique,0,EXE,Exécution,5,9.5,"Pâtes réalisées, régularité ou texture perfectibles"
GR_ABB3F5B4,RNCP38761,EP1,CS1.1,Réaliser les pâtes et appareils de base,Technique,0,OPE,Opérationnel,10,14.5,"Pâtes conformes, bonne texture, cuisson maîtrisée"
GR_67739120,RNCP38761,EP1,CS1.1,Réaliser les pâtes et appareils de base,Technique,0,EXC,Excellent,15,20.0,"Pâtes de qualité supérieure, légèreté et régularité parfaites"
GR_6FF43655,RNCP38761,EP1,CS1.2,"Préparer crèmes, dérivés et fabrications glacées non turbinées",Technique,0,DEB,Débutant,0,4.5,"Crèmes non conformes, textures incorrectes"
GR_F64FD3A1,RNCP38761,EP1,CS1.2,"Préparer crèmes, dérivés et fabrications glacées non turbinées",Technique,0,EXE,Exécution,5,9.5,"Crèmes réalisées, texture ou saveur perfectibles"
GR_13D5F082,RNCP38761,EP1,CS1.2,"Préparer crèmes, dérivés et fabrications glacées non turbinées",Technique,0,OPE,Opérationnel,10,14.5,"Crèmes conformes, bonne texture, saveurs équilibrées"
GR_CC54BE47,RNCP38761,EP1,CS1.2,"Préparer crèmes, dérivés et fabrications glacées non turbinées",Technique,0,EXC,Excellent,15,20.0,"Crèmes d'excellence, équilibre parfait, maîtrise technique totale"
GR_CBFF73A8,RNCP38761,EP1,CS1.3,Transformer les fruits frais et secs,Technique,0,DEB,Débutant,0,4.5,"Techniques non maîtrisées, fruits mal préparés"
GR_DB644FFD,RNCP38761,EP1,CS1.3,Transformer les fruits frais et secs,Technique,0,EXE,Exécution,5,9.5,"Préparations correctes, quelques imprécisions de taille ou de texture"
GR_2DCEB8A9,RNCP38761,EP1,CS1.3,Transformer les fruits frais et secs,Technique,0,OPE,Opérationnel,10,14.5,"Préparations conformes, cuisson et texture adaptées"
GR_62717590,RNCP38761,EP1,CS1.3,Transformer les fruits frais et secs,Technique,0,EXC,Excellent,15,20.0,"Préparations parfaites, valorisation optimale des fruits, zéro gaspillage"
GR_00DF5B46,RNCP38761,EP1,CS1.4,Assembler (montages et finitions),Technique,0,DEB,Débutant,0,4.5,"Montage incorrect, entremets déformé ou non terminé"
GR_9B5243B9,RNCP38761,EP1,CS1.4,Assembler (montages et finitions),Technique,0,EXE,Exécution,5,9.5,"Montage globalement correct, finitions perfectibles"
GR_ACC88712,RNCP38761,EP1,CS1.4,Assembler (montages et finitions),Technique,0,OPE,Opérationnel,10,14.5,"Montage soigné, finitions nettes, produit commercialisable"
GR_54FB5A63,RNCP38761,EP1,CS1.4,Assembler (montages et finitions),Technique,0,EXC,Excellent,15,20.0,"Montage impeccable, finitions irréprochables, qualité vitrine"
GR_8B500BCE,RNCP38761,EP1,CS1.5,Mettre en valeur la production,Valorisation,0,DEB,Débutant,0,4.5,"Présentation négligée, aucune mise en valeur"
GR_5E2719F6,RNCP38761,EP1,CS1.5,Mettre en valeur la production,Valorisation,0,EXE,Exécution,5,9.5,"Présentation correcte, manque de soin"
GR_5AFC2F0A,RNCP38761,EP1,CS1.5,Mettre en valeur la production,Valorisation,0,OPE,Opérationnel,10,14.5,"Présentation soignée, cohérente, produits attractifs"
GR_4753955A,RNCP38761,EP1,CS1.5,Mettre en valeur la production,Valorisation,0,EXC,Excellent,15,20.0,"Présentation professionnelle, niveau boutique haut de gamme"
GR_442791F9,RNCP38761,EP1,CS2.1,Hygiène et sécurité alimentaire (CRITIQUE),Hygiène,1,DEB,Débutant,0,4.5,"BLOQUANT — Hygiène insuffisante, produit non commercialisable"
GR_47515EC2,RNCP38761,EP1,CS2.1,Hygiène et sécurité alimentaire (CRITIQUE),Hygiène,1,EXE,Exécution,5,9.5,Règles partiellement appliquées
GR_3C7E7C08,RNCP38761,EP1,CS2.1,Hygiène et sécurité alimentaire (CRITIQUE),Hygiène,1,OPE,Opérationnel,10,14.5,"Hygiène conforme, HACCP respecté"
GR_D1AAA0AA,RNCP38761,EP1,CS2.1,Hygiène et sécurité alimentaire (CRITIQUE),Hygiène,1,EXC,Excellent,15,20.0,"Hygiène irréprochable, gestion durable des ressources intégrée"
GR_38E4F858,RNCP38761,EP1,CS2.2,Gérer les ressources durablement,Gestion,0,DEB,Débutant,0,4.5,"Gaspillage important, aucune démarche écoresponsable"
GR_19104D33,RNCP38761,EP1,CS2.2,Gérer les ressources durablement,Gestion,0,EXE,Exécution,5,9.5,"Quelques efforts, mais pertes importantes"
GR_1F25AF15,RNCP38761,EP1,CS2.2,Gérer les ressources durablement,Gestion,0,OPE,Opérationnel,10,14.5,"Gestion correcte, pertes limitées, tri sélectif respecté"
GR_35417573,RNCP38761,EP1,CS2.2,Gérer les ressources durablement,Gestion,0,EXC,Excellent,15,20.0,"Gestion optimale, zéro gaspillage, démarche écoresponsable exemplaire"
GR_D89FF799,RNCP38761,EP2,CS3.1,Sélectionner les matières d'œuvre selon un cahier des charges,Organisation,0,DEB,Débutant,0,4.5,"Sélection incorrecte, méconnaissance des produits"
GR_C3AB7C67,RNCP38761,EP2,CS3.1,Sélectionner les matières d'œuvre selon un cahier des charges,Organisation,0,EXE,Exécution,5,9.5,"Sélection globalement correcte, quelques erreurs de choix"
GR_0C0BB8A9,RNCP38761,EP2,CS3.1,Sélectionner les matières d'œuvre selon un cahier des charges,Organisation,0,OPE,Opérationnel,10,14.5,"Sélection pertinente, critères de qualité respectés"
GR_4ABB1804,RNCP38761,EP2,CS3.1,Sélectionner les matières d'œuvre selon un cahier des charges,Organisation,0,EXC,Excellent,15,20.0,"Sélection experte, optimisation coût/qualité, argumentation précise"
