grille_id,referentiel_id,epreuve,competence_code,competence,famille,critique,niveau_code,niveau_libelle,note_min,note_max,indicateur
GR_D3048A9C,RNCP38597,EP1,BL1.1,Réceptionner et stocker les matières premières,Organisation,0,DEB,Débutant,0,4.5,"Stockage non conforme, matières premières mal identifiées"
GR_41F18557,RNCP38597,EP1,BL1.1,Réceptionner et stocker les matières premières,Organisation,0,EXE,Exécution,5,9.5,"Stockage globalement correct, quelques erreurs"
GR_A0D42BCE,RNCP38597,EP1,BL1.1,Réceptionner et stocker les matières premières,Organisation,0,OPE,Opérationnel,10,14.5,"Stockage conforme, rotation correcte, températures respectées"
GR_91045A28,RNCP38597,EP1,BL1.1,Réceptionner et stocker les matières premières,Organisation,0,EXC,Excellent,15,20.0,"Gestion parfaite, traçabilité complète, anticipation des besoins"
GR_7A841794,RNCP38597,EP1,BL2.1,Organiser son poste et planifier la production,Organisation,0,DEB,Débutant,0,4.5,"Poste désorganisé, planning non respecté"
GR_7FC38B6C,RNCP38597,EP1,BL2.1,Organiser son poste et planifier la production,Organisation,0,EXE,Exécution,5,9.5,"Organisation partielle, quelques retards ou oublis"
GR_4049FAEE,RNCP38597,EP1,BL2.1,Organiser son poste et planifier la production,Organisation,0,OPE,Opérationnel,10,14.5,"Poste organisé, planning respecté, enchaînements logiques"
GR_A3604079,RNCP38597,EP1,BL2.1,Organiser son poste et planifier la production,Organisation,0,EXC,Excellent,15,20.0,"Organisation exemplaire, anticipation des fermentations, aucune perte de temps"
GR_04EC187F,RNCP38597,EP1,BL2.2,Hygiène — locaux et matériels (CRITIQUE),Hygiène,1,DEB,Débutant,0,4.5,"BLOQUANT — Contaminations possibles, règles de base non respectées"
GR_EB8D4573,RNCP38597,EP1,BL2.2,Hygiène — locaux et matériels (CRITIQUE),Hygiène,1,EXE,Exécution,5,9.5,"Nettoyage partiel, quelques zones ou matériels négligés"
GR_B5C62D4C,RNCP38597,EP1,BL2.2,Hygiène — locaux et matériels (CRITIQUE),Hygiène,1,OPE,Opérationnel,10,14.5,Nettoyage et désinfection conformes
GR_24594805,RNCP38597,EP1,BL2.2,Hygiène — locaux et matériels (CRITIQUE),Hygiène,1,EXC,Excellent,15,20.0,"Hygiène irréprochable, HACCP parfaitement intégré"
GR_C90F8E52,RNCP38597,EP1,BL3.1,"Maîtriser la panification (pétrissage, pointage, façonnage, fermentation, cuisson)",Technique,0,DEB,Débutant,0,4.5,"Pâte ratée à une ou plusieurs étapes, résultat non commercialisable"
GR_60A3E9DB,RNCP38597,EP1,BL3.1,"Maîtriser la panification (pétrissage, pointage, façonnage, fermentation, cuisson)",Technique,0,EXE,Exécution,5,9.5,"Panification réalisée, une étape perfectible (fermentation ou cuisson)"
GR_20C3990B,RNCP38597,EP1,BL3.1,"Maîtriser la panification (pétrissage, pointage, façonnage, fermentation, cuisson)",Technique,0,OPE,Opérationnel,10,14.5,"Panification maîtrisée, produit conforme, cuisson correcte"
GR_7609A799,RNCP38597,EP1,BL3.1,"Maîtriser la panification (pétrissage, pointage, façonnage, fermentation, cuisson)",Technique,0,EXC,Excellent,15,20.0,"Maîtrise totale des étapes, pain de qualité artisanale supérieure"
GR_8FF56A97,RNCP38597,EP1,BL3.2,Produire baguette et pain de tradition française,Technique,0,DEB,Débutant,0,4.5,"Façonnage incorrect, développement insuffisant, aspect non conforme"
GR_E9A9C4E9,RNCP38597,EP1,BL3.2,Produire baguette et pain de tradition française,Technique,0,EXE,Exécution,5,9.5,"Produit réalisé, régularité ou développement perfectibles"
GR_857F8FE3,RNCP38597,EP1,BL3.2,Produire baguette et pain de tradition française,Technique,0,OPE,Opérationnel,10,14.5,"Produit conforme, bonne alvéolation, croûte dorée, aspect commercial"
GR_0442237C,RNCP38597,EP1,BL3.2,Produire baguette et pain de tradition française,Technique,0,EXC,Excellent,15,20.0,"Produit de qualité supérieure, alvéolation ouverte, croûte croustillante parfaite"
GR_A43AD54E,RNCP38597,EP1,BL3.3,"Produire viennoiseries (croissants, pains au chocolat, brioches)",Technique,0,DEB,Débutant,0,4.5,"Feuilletage absent, viennoiseries non développées ou brûlées"
GR_C97D731B,RNCP38597,EP1,BL3.3,"Produire viennoiseries (croissants, pains au chocolat, brioches)",Technique,0,EXE,Exécution,5,9.5,"Viennoiseries réalisées, feuilletage ou développement perfectibles"
GR_EC988DB5,RNCP38597,EP1,BL3.3,"Produire viennoiseries (croissants, pains au chocolat, brioches)",Technique,0,OPE,Opérationnel,10,14.5,"Viennoiseries conformes, feuilletage visible, aspect doré"
GR_42C1ECC5,RNCP38597,EP1,BL3.3,"Produire viennoiseries (croissants, pains au chocolat, brioches)",Technique,0,EXC,Excellent,15,20.0,"Viennoiseries professionnelles, feuilletage régulier, légèreté parfaite"
GR_DD826E03,RNCP38597,EP1,BL3.4,Contrôler la qualité des productions,Évaluation,0,DEB,Débutant,0,4.5,"Aucun contrôle, défauts non identifiés"
GR_A3E66AFB,RNCP38597,EP1,BL3.4,Contrôler la qualité des productions,Évaluation,0,EXE,Exécution,5,9.5,"Contrôle partiel, quelques défauts détectés"
GR_79419771,RNCP38597,EP1,BL3.4,Contrôler la qualité des productions,Évaluation,0,OPE,Opérationnel,10,14.5,"Contrôle rigoureux, défauts identifiés et corrigés"
GR_D1F62529,RNCP38597,EP1,BL3.4,Contrôler la qualité des productions,Évaluation,0,EXC,Excellent,15,20.0,"Analyse experte, corrections immédiates, vocabulaire professionnel maîtrisé"
GR_A26DD50F,RNCP38597,EP2,BL4.1,"Produire pains spéciaux (complet, céréales, seigle, levain)",Technique,0,DEB,Débutant,0,4.5,"Pains non conformes, fermentation ou cuisson incorrectes"
GR_53FEAE0F,RNCP38597,EP2,BL4.1,"Produire pains spéciaux (complet, céréales, seigle, levain)",Technique,0,EXE,Exécution,5,9.5,"Pains réalisés, saveur ou texture perfectibles"
GR_71A9EF00,RNCP38597,EP2,BL4.1,"Produire pains spéciaux (complet, céréales, seigle, levain)",Technique,0,OPE,Opérationnel,10,14.5,"Pains conformes, bonne mie, croûte adaptée, saveur correcte"
GR_14451CC5,RNCP38597,EP2,BL4.1,"Produire pains spéciaux (complet, céréales, seigle, levain)",Technique,0,EXC,Excellent,15,20.0,"Pains d'exception, complexité aromatique maîtrisée, aspect artisanal supérieur"
GR_E9A07EEF,RNCP38597,EP2,BL4.2,Maîtriser fermentations longues et gestion du froid,Technique,0,DEB,Débutant,0,4.5,"Fermentation non contrôlée, résultats aléatoires"
GR_F2313F5D,RNCP38597,EP2,BL4.2,Maîtriser fermentations longues et gestion du froid,Technique,0,EXE,Exécution,5,9.5,"Fermentation globalement correcte, quelques approximations"
GR_0C63B26D,RNCP38597,EP2,BL4.2,Maîtriser fermentations longues et gestion du froid,Technique,0,OPE,Opérationnel,10,14.5,"Fermentation maîtrisée, timing et températures respectés"
GR_ACE1770E,RNCP38597,EP2,BL4.2,Maîtriser fermentations longues et gestion du froid,Technique,0,EXC,Excellent,15,20.0,"Maîtrise experte, optimisation des temps de fermentation, résultats constants"
GR_E8D877F1,RNCP38597,EP2,BL4.3,Réaliser produits de boulangerie fine et snacking,Technique,0,DEB,Débutant,0,4.5,"Produits non conformes, techniques non maîtrisées"
GR_C4365350,RNCP38597,EP2,BL4.3,Réaliser produits de boulangerie fine et snacking,Technique,0,EXE,Exécution,5,9.5,"Produits réalisés, finition ou goût perfectibles"
GR_F2B7434E,RNCP38597,EP2,BL4.3,Réaliser produits de boulangerie fine et snacking,Technique,0,OPE,Opérationnel,10,14.5,"Produits conformes, bonne présentation, goût adapté"
GR_93377767,RNCP38597,EP2,BL4.3,Réaliser produits de boulangerie fine et snacking,Technique,0,EXC,Excellent,15,20.0,"Produits de qualité supérieure, créativité, finitions soignées"
